	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY
550.L1S333.s.1.sequence	35825.0	595	5325.0	24	0.0	0
550.L1S111.s.1.sequence	34532.0	443	2737.0	19	0.0	0
550.L1S70.s.1.sequence	29673.0	322	1318.0	13	0.0	0
550.L1S283.s.1.sequence	38398.0	523	787.0	14	0.0	0
550.L1S337.s.1.sequence	42097.0	658	4853.0	24	0.0	0
550.L1S121.s.1.sequence	43006.0	499	3433.0	23	0.0	0
550.L2S5.s.2.sequence	27624.0	528	2710.0	17	83.0	1
550.L1S157.s.1.sequence	36114.0	515	3175.0	14	157.0	1
550.L1S36.s.1.sequence	34239.0	370	3219.0	19	0.0	0
550.L1S244.s.1.sequence	32629.0	514	2014.0	18	0.0	0
550.L1S20.s.1.sequence	29179.0	369	339.0	4	0.0	0
550.L1S62.s.1.sequence	29764.0	449	1662.0	10	0.0	0
550.L1S286.s.1.sequence	45907.0	682	3909.0	21	1.0	1
550.L1S2.s.1.sequence	39133.0	242	1.0	1	0.0	0
550.L1S259.s.1.sequence	37562.0	567	2876.0	18	0.0	0
550.L1S129.s.1.sequence	35651.0	468	1576.0	14	0.0	0
550.L1S243.s.1.sequence	36925.0	552	1765.0	17	3.0	1
550.L1S249.s.1.sequence	40276.0	640	3365.0	21	0.0	0
550.L1S189.s.1.sequence	38358.0	595	3228.0	20	191.0	1
550.L1S109.s.1.sequence	30808.0	414	3719.0	20	0.0	0
550.L1S176.s.1.sequence	34942.0	257	20.0	3	18.0	1
550.L1S49.s.1.sequence	34602.0	491	1327.0	15	0.0	0
550.L1S206.s.1.sequence	39447.0	577	826.0	11	119.0	1
550.L1S131.s.1.sequence	31981.0	446	2013.0	19	0.0	0
550.L1S158.s.1.sequence	38520.0	528	2288.0	10	64.0	1
550.L1S10.s.1.sequence	35026.0	384	896.0	10	0.0	0
550.L1S303.s.1.sequence	48225.0	582	3055.0	14	0.0	0
550.L1S221.s.1.sequence	37227.0	598	1614.0	16	182.0	1
550.L1S45.s.1.sequence	33559.0	468	1548.0	16	0.0	0
550.L1S327.s.1.sequence	39549.0	617	2774.0	23	0.0	0
550.L1S77.s.1.sequence	35237.0	422	2795.0	22	0.0	0
550.L1S209.s.1.sequence	44278.0	570	2539.0	16	35.0	1
550.L1S272.s.1.sequence	45181.0	475	570.0	8	0.0	0
550.L1S31.s.1.sequence	26931.0	340	106.0	3	0.0	0
550.L1S340.s.1.sequence	38142.0	577	5331.0	25	0.0	0
550.L2S8.s.2.sequence	42472.0	558	2486.0	20	51.0	1
550.L2S36.s.2.sequence	31359.0	469	1769.0	17	0.0	0
550.L2S94.s.2.sequence	30985.0	454	1765.0	21	0.0	0
550.L2S34.s.2.sequence	20719.0	458	1734.0	13	0.0	0
550.L2S64.s.2.sequence	37143.0	543	846.0	9	0.0	0
550.L3S242.s.3.sequence	4227.0	125	71.0	1	0.0	0
550.L3S213.s.3.sequence	5896.0	276	305.0	6	0.0	0
550.L1S9.s.1.sequence	33429.0	369	1595.0	13	0.0	0
550.L1S332.s.1.sequence	37505.0	589	4947.0	27	0.0	0
550.L1S164.s.1.sequence	34550.0	499	1511.0	12	77.0	1
550.L1S269.s.1.sequence	36585.0	561	1947.0	17	0.0	0
550.L1S255.s.1.sequence	31085.0	579	1411.0	19	0.0	0
550.L1S348.s.1.sequence	36749.0	567	1913.0	16	0.0	0
550.L1S22.s.1.sequence	27545.0	318	482.0	4	0.0	0
550.L1S32.s.1.sequence	35698.0	335	716.0	5	2.0	1
550.L1S28.s.1.sequence	31371.0	369	1546.0	9	0.0	0
550.L2S23.s.2.sequence	33860.0	472	1283.0	14	122.0	1
550.L2S18.s.2.sequence	36968.0	524	4569.0	23	140.0	2
550.L2S46.s.2.sequence	29252.0	494	756.0	13	0.0	0
550.L6S329.s.6.sequence	40224.0	523	3710.0	21	0.0	0
550.L1S240.s.1.sequence	38434.0	617	1028.0	13	0.0	0
550.L1S172.s.1.sequence	21234.0	386	760.0	9	23.0	2
550.L2S66.s.2.sequence	32235.0	537	1578.0	16	0.0	0
550.L2S32.s.2.sequence	34900.0	470	1386.0	12	0.0	0
550.L2S76.s.2.sequence	26104.0	517	987.0	12	0.0	0
550.L1S298.s.1.sequence	48798.0	613	2714.0	16	0.0	0
550.L1S247.s.1.sequence	28758.0	562	1538.0	17	0.0	0
550.L1S91.s.1.sequence	26071.0	367	945.0	8	0.0	0
550.L1S43.s.1.sequence	34327.0	461	2577.0	23	0.0	0
550.L2S7.s.2.sequence	40040.0	593	5804.0	25	113.0	1
550.L2S21.s.2.sequence	34986.0	489	997.0	8	84.0	1
550.L2S95.s.2.sequence	39601.0	490	554.0	11	0.0	0
550.L2S62.s.2.sequence	32342.0	529	2030.0	16	0.0	0
550.L2S63.s.2.sequence	36945.0	533	2428.0	18	0.0	0
550.L2S50.s.2.sequence	31752.0	517	3171.0	25	0.0	0
550.L2S44.s.2.sequence	30952.0	478	2350.0	21	0.0	0
550.L2S56.s.2.sequence	32658.0	464	910.0	7	0.0	0
550.L2S48.s.2.sequence	28213.0	410	503.0	8	0.0	0
550.L2S22.s.2.sequence	36721.0	469	1291.0	16	80.0	1
550.L3S266.s.3.sequence	5456.0	670	355.0	7	2.0	1
550.L4S183.s.4.sequence	42309.0	1008	3036.0	17	1.0	1
550.L6S273.s.6.sequence	21949.0	311	623.0	7	0.0	0
550.L3S287.s.3.sequence	5646.0	611	635.0	9	0.0	0
550.L1S245.s.1.sequence	32130.0	501	1414.0	19	0.0	0
550.L2S67.s.2.sequence	36389.0	504	1324.0	15	0.0	0
550.L2S14.s.2.sequence	33138.0	501	4295.0	25	144.0	1
550.L2S45.s.2.sequence	30959.0	479	1534.0	20	0.0	0
550.L2S65.s.2.sequence	33095.0	599	1304.0	16	0.0	0
550.L2S60.s.2.sequence	33209.0	464	1004.0	10	0.0	0
550.L3S378.s.3.sequence	6101.0	251	629.0	7	0.0	0
550.L3S202.s.3.sequence	5315.0	652	773.0	6	4.0	2
550.L2S35.s.2.sequence	29626.0	457	1456.0	14	0.0	0
550.L2S88.s.2.sequence	38542.0	473	3004.0	22	0.0	0
550.L2S161.s.2.sequence	18182.0	1168	597.0	10	7.0	4
550.L1S341.s.1.sequence	38172.0	555	2974.0	19	0.0	0
550.L2S30.s.2.sequence	16591.0	327	539.0	9	0.0	0
550.L2S81.s.2.sequence	36011.0	551	2515.0	21	0.0	0
550.L2S12.s.2.sequence	28550.0	487	6136.0	21	115.0	1
550.L2S72.s.2.sequence	27011.0	399	1264.0	14	0.0	0
550.L2S3.s.2.sequence	35092.0	518	6732.0	24	28.0	1
550.L3S282.s.3.sequence	5426.0	851	147.0	7	6.0	2
550.L2S319.s.2.sequence	13377.0	554	1111.0	9	1.0	1
550.L3S313.s.3.sequence	5224.0	558	569.0	9	0.0	0
550.L2S73.s.2.sequence	30666.0	495	1232.0	17	0.0	0
550.L2S71.s.2.sequence	19473.0	274	283.0	5	0.0	0
550.L1S47.s.1.sequence	22044.0	383	330.0	5	0.0	0
550.L2S52.s.2.sequence	28159.0	473	2027.0	20	0.0	0
550.L3S269.s.3.sequence	4776.0	779	264.0	11	1.0	1
550.L3S88.s.3.sequence	4900.0	437	369.0	5	1.0	1
550.L2S346.s.2.sequence	12233.0	959	1330.0	10	4.0	2
550.L2S106.s.2.sequence	16530.0	1098	353.0	10	3.0	2
550.L3S326.s.3.sequence	4933.0	692	468.0	9	1.0	1
550.L3S15.s.3.sequence	6162.0	851	65.0	6	3.0	2
550.L3S248.s.3.sequence	5488.0	840	447.0	6	2.0	2
550.L1S181.s.1.sequence	32314.0	466	3087.0	19	55.0	1
550.L4S219.s.4.sequence	33589.0	1019	1242.0	12	2.0	2
550.L2S292.s.2.sequence	16872.0	1004	1078.0	16	1.0	1
550.L2S251.s.2.sequence	16432.0	1000	242.0	9	2.0	2
550.L2S204.s.2.sequence	16923.0	1207	417.0	7	11.0	3
550.L3S250.s.3.sequence	5261.0	788	541.0	10	0.0	0
550.L5S18.s.5.sequence	5624.0	572	505.0	9	1.0	1
550.L5S4.s.5.sequence	5581.0	489	112.0	4	0.0	0
550.L5S43.s.5.sequence	5870.0	634	459.0	10	1.0	1
550.L3S172.s.3.sequence	2799.0	539	355.0	5	1.0	1
550.L4S4.s.4.sequence	50202.0	1352	8757.0	23	3.0	2
550.L3S153.s.3.sequence	4490.0	516	192.0	4	1.0	1
550.L2S242.s.2.sequence	18205.0	467	662.0	7	1.0	1
550.L3S302.s.3.sequence	5337.0	645	424.0	8	11.0	4
550.L3S137.s.3.sequence	4409.0	696	232.0	6	1.0	1
550.L3S129.s.3.sequence	4291.0	651	184.0	4	4.0	2
550.L5S41.s.5.sequence	7238.0	621	655.0	7	1.0	1
550.L4S130.s.4.sequence	41488.0	1359	514.0	6	4.0	2
550.L4S154.s.4.sequence	30928.0	1188	88.0	8	4.0	3
550.L3S25.s.3.sequence	5610.0	711	80.0	5	2.0	2
550.L3S240.s.3.sequence	5053.0	797	551.0	12	4.0	3
550.L3S285.s.3.sequence	6062.0	830	294.0	8	2.0	1
550.L3S245.s.3.sequence	4115.0	724	339.0	7	2.0	1
550.L3S114.s.3.sequence	4128.0	390	24.0	2	3.0	2
550.L3S21.s.3.sequence	4216.0	472	299.0	6	0.0	0
550.L2S109.s.2.sequence	20305.0	1057	749.0	8	57.0	2
550.L3S300.s.3.sequence	5999.0	492	685.0	13	0.0	0
550.L2S237.s.2.sequence	15605.0	666	73.0	4	2.0	2
550.L2S317.s.2.sequence	15028.0	753	1028.0	11	0.0	0
550.L3S1.s.3.sequence	6443.0	530	1478.0	8	0.0	0
550.L2S340.s.2.sequence	8026.0	321	2063.0	11	1.0	1
550.L3S336.s.3.sequence	5949.0	812	167.0	5	0.0	0
550.L3S166.s.3.sequence	3542.0	335	121.0	5	0.0	0
550.L3S63.s.3.sequence	4245.0	871	269.0	4	2.0	2
550.L4S100.s.4.sequence	35936.0	1310	6981.0	16	9.0	3
550.L5S71.s.5.sequence	4740.0	314	626.0	5	0.0	0
550.L3S145.s.3.sequence	3861.0	468	502.0	7	2.0	2
550.L2S206.s.2.sequence	19305.0	1492	432.0	10	3.0	2
550.L4S59.s.4.sequence	49281.0	1491	222.0	8	1.0	1
550.L2S374.s.2.sequence	17538.0	721	93.0	6	0.0	0
550.L2S300.s.2.sequence	13765.0	643	637.0	9	1.0	1
550.L3S149.s.3.sequence	3431.0	407	42.0	4	1.0	1
550.L4S173.s.4.sequence	27267.0	1107	171.0	6	14.0	7
550.L2S97.s.2.sequence	22490.0	1395	709.0	11	13.0	3
550.L3S241.s.3.sequence	5298.0	588	1592.0	9	6.0	2
550.L3S218.s.3.sequence	5146.0	431	547.0	8	8.0	1
550.L3S76.s.3.sequence	4358.0	674	572.0	6	2.0	2
550.L3S158.s.3.sequence	3110.0	265	785.0	7	1.0	1
550.L4S215.s.4.sequence	25381.0	999	5248.0	16	17.0	5
550.L4S54.s.4.sequence	40602.0	751	2698.0	11	1.0	1
550.L5S34.s.5.sequence	4274.0	290	589.0	5	0.0	0
550.L2S86.s.2.sequence	31860.0	434	1230.0	12	0.0	0
550.L2S15.s.2.sequence	35975.0	546	5521.0	21	68.0	1
550.L3S130.s.3.sequence	2205.0	705	161.0	11	0.0	0
550.L3S333.s.3.sequence	4946.0	902	197.0	8	5.0	4
550.L3S226.s.3.sequence	5353.0	537	663.0	9	1.0	1
550.L3S233.s.3.sequence	4211.0	206	3019.0	8	4.0	2
550.L5S62.s.5.sequence	6180.0	500	260.0	5	1.0	1
550.L2S360.s.2.sequence	19773.0	1004	325.0	6	0.0	0
550.L3S48.s.3.sequence	5789.0	699	793.0	6	0.0	0
550.L4S239.s.4.sequence	26778.0	475	1230.0	8	0.0	0
550.L5S59.s.5.sequence	5260.0	429	253.0	4	5.0	1
550.L2S154.s.2.sequence	16384.0	1134	375.0	7	5.0	4
550.L2S234.s.2.sequence	14950.0	904	489.0	10	3.0	2
550.L2S74.s.2.sequence	29637.0	460	2406.0	20	0.0	0
550.L2S342.s.2.sequence	16393.0	546	114.0	2	2.0	2
550.L3S217.s.3.sequence	6341.0	612	1178.0	10	7.0	3
550.L3S35.s.3.sequence	4834.0	551	184.0	6	0.0	0
550.L3S255.s.3.sequence	5231.0	956	150.0	7	3.0	2
550.L3S307.s.3.sequence	5061.0	586	459.0	5	2.0	1
550.L3S99.s.3.sequence	3734.0	407	1476.0	9	0.0	0
550.L3S237.s.3.sequence	3261.0	399	424.0	8	1.0	1
550.L3S330.s.3.sequence	5896.0	920	91.0	5	10.0	2
550.L3S222.s.3.sequence	6022.0	410	546.0	3	8.0	3
550.L3S37.s.3.sequence	5476.0	563	337.0	6	0.0	0
550.L3S30.s.3.sequence	5126.0	763	287.0	9	3.0	2
550.L4S282.s.4.sequence	28867.0	806	4331.0	16	3.0	1
550.L4S285.s.4.sequence	23420.0	876	267.0	5	0.0	0
550.L5S37.s.5.sequence	4998.0	867	1019.0	9	1.0	1
550.L5S54.s.5.sequence	4746.0	244	1148.0	7	0.0	0
550.L5S143.s.5.sequence	8492.0	172	219.0	2	0.0	0
550.L5S26.s.5.sequence	5447.0	526	774.0	14	1.0	1
550.L3S93.s.3.sequence	4803.0	787	267.0	7	2.0	2
550.L3S2.s.3.sequence	5499.0	331	21.0	3	0.0	0
550.L3S223.s.3.sequence	4909.0	518	214.0	6	0.0	0
550.L3S318.s.3.sequence	5116.0	635	257.0	5	0.0	0
550.L3S207.s.3.sequence	4675.0	195	1501.0	9	0.0	0
550.L3S225.s.3.sequence	4782.0	419	845.0	6	2.0	2
550.L3S249.s.3.sequence	4789.0	846	299.0	8	5.0	2
550.L3S263.s.3.sequence	5744.0	936	547.0	9	1.0	1
550.L3S197.s.3.sequence	5147.0	642	406.0	6	1.0	1
550.L4S131.s.4.sequence	43894.0	559	30.0	4	0.0	0
550.L2S337.s.2.sequence	13731.0	783	2137.0	10	0.0	0
550.L2S277.s.2.sequence	17165.0	496	297.0	6	0.0	0
550.L2S376.s.2.sequence	24769.0	678	308.0	6	0.0	0
550.L2S236.s.2.sequence	10549.0	746	394.0	9	3.0	2
550.L3S292.s.3.sequence	5527.0	993	161.0	9	4.0	4
550.L3S271.s.3.sequence	5199.0	668	322.0	7	6.0	2
550.L3S120.s.3.sequence	4481.0	625	221.0	6	1.0	1
550.L5S40.s.5.sequence	5340.0	276	1187.0	8	0.0	0
550.L2S276.s.2.sequence	20377.0	505	259.0	6	1.0	1
550.L3S38.s.3.sequence	5717.0	405	614.0	5	0.0	0
550.L5S20.s.5.sequence	6024.0	564	347.0	7	4.0	1
550.L2S322.s.2.sequence	15868.0	367	42.0	2	0.0	0
550.L3S322.s.3.sequence	4663.0	991	230.0	7	2.0	2
550.L3S79.s.3.sequence	6373.0	787	73.0	4	1.0	1
550.L3S26.s.3.sequence	5907.0	671	1010.0	10	1.0	1
550.L3S176.s.3.sequence	3503.0	503	488.0	3	1.0	1
550.L3S357.s.3.sequence	4314.0	810	321.0	7	0.0	0
550.L4S212.s.4.sequence	932.0	200	48.0	3	1.0	1
550.L4S115.s.4.sequence	51345.0	1078	412.0	8	9.0	3
550.L5S64.s.5.sequence	6471.0	426	965.0	7	2.0	1
550.L6S125.s.6.sequence	35421.0	285	2790.0	5	0.0	0
550.L2S127.s.2.sequence	19047.0	1178	164.0	5	5.0	2
550.L3S19.s.3.sequence	5966.0	735	263.0	8	2.0	2
550.L3S238.s.3.sequence	5327.0	659	396.0	7	1.0	1
550.L5S47.s.5.sequence	4779.0	512	460.0	5	1.0	1
550.L3S47.s.3.sequence	6017.0	364	61.0	2	0.0	0
550.L3S24.s.3.sequence	4692.0	755	356.0	8	2.0	2
550.L3S71.s.3.sequence	5110.0	364	331.0	6	6.0	1
550.L3S97.s.3.sequence	3772.0	388	589.0	7	1.0	1
550.L5S38.s.5.sequence	2755.0	177	110.0	3	0.0	0
550.L2S260.s.2.sequence	14552.0	1075	648.0	8	3.0	2
550.L3S171.s.3.sequence	3428.0	408	558.0	8	6.0	2
550.L3S232.s.3.sequence	145.0	48	24.0	1	0.0	0
550.L3S74.s.3.sequence	3270.0	448	775.0	10	0.0	0
550.L2S221.s.2.sequence	20316.0	1399	348.0	11	5.0	2
550.L3S265.s.3.sequence	4575.0	598	231.0	4	0.0	0
550.L3S315.s.3.sequence	5336.0	960	153.0	3	3.0	1
550.L5S23.s.5.sequence	4105.0	651	568.0	8	1.0	1
550.L2S348.s.2.sequence	13300.0	576	298.0	6	1.0	1
550.L2S354.s.2.sequence	16859.0	677	492.0	5	0.0	0
550.L5S22.s.5.sequence	6099.0	478	949.0	10	1.0	1
550.L2S250.s.2.sequence	18152.0	691	564.0	8	23.0	3
550.L3S94.s.3.sequence	5383.0	455	200.0	5	8.0	2
550.L3S355.s.3.sequence	5008.0	658	164.0	5	4.0	1
550.L3S40.s.3.sequence	4928.0	365	632.0	7	0.0	0
550.L3S36.s.3.sequence	3724.0	294	157.0	4	1.0	1
550.L3S365.s.3.sequence	4684.0	829	157.0	6	2.0	1
550.L3S371.s.3.sequence	5157.0	339	223.0	4	0.0	0
550.L3S100.s.3.sequence	3611.0	405	1071.0	7	1.0	1
550.L4S79.s.4.sequence	57779.0	569	281.0	5	0.0	0
550.L4S211.s.4.sequence	949.0	134	80.0	3	0.0	0
550.L1S334.s.1.sequence	34689.0	285	1612.0	8	0.0	0
550.L2S252.s.2.sequence	15989.0	932	510.0	12	2.0	1
550.L2S138.s.2.sequence	18491.0	932	826.0	12	5.0	1
550.L2S238.s.2.sequence	15851.0	403	476.0	5	0.0	0
550.L2S57.s.2.sequence	31534.0	255	500.0	3	0.0	0
550.L2S332.s.2.sequence	24430.0	250	944.0	6	0.0	0
550.L2S248.s.2.sequence	22857.0	584	664.0	8	1.0	1
550.L2S282.s.2.sequence	18404.0	514	955.0	8	0.0	0
550.L2S349.s.2.sequence	11111.0	596	424.0	7	0.0	0
550.L2S239.s.2.sequence	18747.0	366	184.0	8	1.0	1
550.L2S240.s.2.sequence	27464.0	329	1237.0	7	0.0	0
550.L2S132.s.2.sequence	19945.0	1127	688.0	10	1.0	1
550.L2S309.s.2.sequence	7322.0	629	1233.0	10	0.0	0
550.L2S149.s.2.sequence	15853.0	568	797.0	7	1.0	1
550.L2S104.s.2.sequence	22589.0	253	585.0	6	0.0	0
550.L2S295.s.2.sequence	10658.0	668	1289.0	9	0.0	0
550.L2S353.s.2.sequence	12241.0	538	1846.0	11	0.0	0
550.L2S307.s.2.sequence	11001.0	742	390.0	8	0.0	0
550.L2S305.s.2.sequence	21766.0	771	110.0	6	1.0	1
550.L2S245.s.2.sequence	16058.0	577	221.0	4	4.0	1
550.L3S372.s.3.sequence	4469.0	577	170.0	7	1.0	1
550.L3S31.s.3.sequence	5222.0	383	167.0	4	0.0	0
550.L3S373.s.3.sequence	4372.0	393	102.0	4	5.0	1
550.L3S32.s.3.sequence	4875.0	495	283.0	4	1.0	1
550.L3S86.s.3.sequence	5920.0	607	456.0	8	0.0	0
550.L3S276.s.3.sequence	5936.0	552	391.0	7	0.0	0
550.L3S134.s.3.sequence	3264.0	419	47.0	3	0.0	0
550.L3S200.s.3.sequence	5661.0	561	790.0	9	1.0	1
550.L3S216.s.3.sequence	5490.0	536	730.0	6	0.0	0
550.L3S81.s.3.sequence	4764.0	703	854.0	7	3.0	1
550.L3S376.s.3.sequence	5824.0	333	225.0	3	0.0	0
550.L3S374.s.3.sequence	6442.0	729	279.0	8	6.0	2
550.L3S370.s.3.sequence	4747.0	859	184.0	4	1.0	1
550.L3S380.s.3.sequence	6637.0	263	146.0	4	0.0	0
550.L3S234.s.3.sequence	4682.0	471	496.0	6	1.0	1
550.L3S329.s.3.sequence	8627.0	592	346.0	6	1.0	1
550.L3S22.s.3.sequence	4748.0	561	297.0	5	1.0	1
550.L3S75.s.3.sequence	6146.0	703	669.0	10	1.0	1
550.L3S188.s.3.sequence	1037.0	104	32.0	1	0.0	0
550.L3S206.s.3.sequence	2944.0	251	1506.0	7	0.0	0
550.L3S85.s.3.sequence	3877.0	667	183.0	4	0.0	0
550.L3S90.s.3.sequence	5419.0	471	160.0	3	0.0	0
550.L3S50.s.3.sequence	5156.0	443	742.0	9	0.0	0
550.L3S7.s.3.sequence	6020.0	384	142.0	4	0.0	0
550.L3S27.s.3.sequence	5718.0	540	1162.0	10	1.0	1
550.L3S196.s.3.sequence	4135.0	432	80.0	1	1.0	1
550.L3S3.s.3.sequence	6546.0	220	258.0	3	0.0	0
550.L3S377.s.3.sequence	6320.0	269	125.0	3	0.0	0
550.L3S52.s.3.sequence	3797.0	237	455.0	6	0.0	0
550.L3S317.s.3.sequence	4841.0	807	265.0	6	2.0	1
550.L3S128.s.3.sequence	3450.0	621	143.0	6	0.0	0
550.L3S68.s.3.sequence	3911.0	657	164.0	6	0.0	0
550.L3S111.s.3.sequence	5030.0	676	91.0	6	1.0	1
550.L3S119.s.3.sequence	3748.0	565	154.0	3	0.0	0
550.L3S262.s.3.sequence	4747.0	845	383.0	7	1.0	1
550.L3S244.s.3.sequence	5031.0	477	210.0	7	0.0	0
550.L3S163.s.3.sequence	3800.0	428	141.0	5	0.0	0
550.L3S147.s.3.sequence	4455.0	432	158.0	4	0.0	0
550.L3S45.s.3.sequence	4105.0	304	486.0	4	0.0	0
550.L3S227.s.3.sequence	4022.0	338	1091.0	6	3.0	1
550.L3S117.s.3.sequence	4133.0	437	389.0	8	1.0	1
550.L3S165.s.3.sequence	2530.0	315	74.0	5	0.0	0
550.L3S11.s.3.sequence	5652.0	438	91.0	2	0.0	0
550.L3S42.s.3.sequence	8010.0	153	233.0	3	0.0	0
550.L3S186.s.3.sequence	3709.0	425	231.0	3	1.0	1
550.L3S199.s.3.sequence	5435.0	614	179.0	4	0.0	0
550.L3S28.s.3.sequence	4360.0	281	360.0	4	0.0	0
550.L3S70.s.3.sequence	5717.0	555	470.0	8	0.0	0
550.L3S34.s.3.sequence	6097.0	368	1030.0	6	0.0	0
550.L3S369.s.3.sequence	5213.0	731	449.0	5	1.0	1
550.L4S77.s.4.sequence	43187.0	1052	1654.0	11	2.0	1
550.L4S146.s.4.sequence	36610.0	875	821.0	9	0.0	0
550.L4S221.s.4.sequence	29731.0	862	622.0	8	1.0	1
550.L4S139.s.4.sequence	41568.0	1172	2998.0	15	5.0	1
550.L4S21.s.4.sequence	32598.0	577	2164.0	13	0.0	0
550.L4S140.s.4.sequence	32255.0	775	178.0	3	0.0	0
550.L4S180.s.4.sequence	37977.0	765	3665.0	11	0.0	0
550.L4S254.s.4.sequence	33868.0	676	495.0	9	0.0	0
550.L4S230.s.4.sequence	26819.0	709	151.0	6	1.0	1
550.L5S102.s.5.sequence	12023.0	203	184.0	2	0.0	0
550.L5S286.s.5.sequence	10784.0	130	333.0	3	0.0	0
550.L5S148.s.5.sequence	7442.0	132	145.0	1	0.0	0
550.L5S193.s.5.sequence	9178.0	160	327.0	2	0.0	0
550.L5S137.s.5.sequence	10264.0	126	312.0	2	0.0	0
550.L5S227.s.5.sequence	7633.0	133	128.0	2	0.0	0
550.L5S241.s.5.sequence	9244.0	139	789.0	4	0.0	0
550.L5S104.s.5.sequence	9998.0	171	228.0	4	0.0	0
550.L5S174.s.5.sequence	8480.0	140	121.0	3	0.0	0
550.L5S272.s.5.sequence	11987.0	174	557.0	3	0.0	0
550.L5S127.s.5.sequence	10230.0	166	474.0	2	0.0	0
550.L5S187.s.5.sequence	9670.0	177	197.0	2	0.0	0
550.L5S245.s.5.sequence	7604.0	203	272.0	5	0.0	0
550.L5S166.s.5.sequence	9802.0	127	273.0	3	0.0	0
550.L5S235.s.5.sequence	7823.0	158	322.0	3	0.0	0
550.L5S244.s.5.sequence	8108.0	147	196.0	2	0.0	0
550.L5S114.s.5.sequence	8718.0	184	189.0	4	0.0	0
550.L5S134.s.5.sequence	9791.0	137	157.0	2	0.0	0
550.L5S118.s.5.sequence	12562.0	171	120.0	2	0.0	0
550.L5S105.s.5.sequence	9593.0	179	399.0	3	0.0	0
550.L5S247.s.5.sequence	8547.0	185	580.0	2	0.0	0
550.L5S28.s.5.sequence	4219.0	392	352.0	6	0.0	0
550.L5S239.s.5.sequence	8468.0	131	324.0	2	0.0	0
550.L5S160.s.5.sequence	9914.0	165	245.0	3	0.0	0
550.L5S257.s.5.sequence	9211.0	166	175.0	2	0.0	0
550.L5S138.s.5.sequence	8493.0	132	357.0	4	0.0	0
550.L5S281.s.5.sequence	7715.0	172	427.0	4	0.0	0
550.L5S121.s.5.sequence	8631.0	203	167.0	3	0.0	0
550.L5S182.s.5.sequence	9359.0	156	229.0	2	0.0	0
550.L5S233.s.5.sequence	9062.0	127	777.0	3	0.0	0
550.L5S228.s.5.sequence	8038.0	137	103.0	1	0.0	0
550.L5S50.s.5.sequence	5030.0	563	680.0	9	0.0	0
550.L5S110.s.5.sequence	9556.0	166	305.0	3	0.0	0
550.L5S42.s.5.sequence	6603.0	601	466.0	7	0.0	0
550.L5S271.s.5.sequence	9072.0	166	328.0	3	0.0	0
550.L5S39.s.5.sequence	4187.0	296	585.0	7	0.0	0
550.L5S278.s.5.sequence	10322.0	159	416.0	4	0.0	0
550.L5S215.s.5.sequence	9995.0	197	315.0	3	0.0	0
550.L5S3.s.5.sequence	5625.0	377	210.0	5	0.0	0
550.L5S225.s.5.sequence	8460.0	150	199.0	3	0.0	0
550.L5S250.s.5.sequence	7691.0	198	409.0	3	0.0	0
550.L5S111.s.5.sequence	11199.0	159	449.0	3	0.0	0
550.L5S100.s.5.sequence	9545.0	193	141.0	2	0.0	0
550.L5S212.s.5.sequence	12249.0	150	206.0	3	0.0	0
550.L5S234.s.5.sequence	7786.0	124	394.0	2	0.0	0
550.L5S216.s.5.sequence	8843.0	166	204.0	3	0.0	0
550.L5S254.s.5.sequence	8789.0	192	308.0	3	0.0	0
550.L5S277.s.5.sequence	8963.0	144	151.0	1	0.0	0
550.L5S162.s.5.sequence	9385.0	125	208.0	2	0.0	0
550.L5S133.s.5.sequence	8655.0	111	55.0	1	0.0	0
550.L5S246.s.5.sequence	8957.0	146	700.0	4	0.0	0
550.L5S158.s.5.sequence	12010.0	141	287.0	4	0.0	0
550.L5S238.s.5.sequence	10499.0	184	504.0	3	0.0	0
550.L5S237.s.5.sequence	10766.0	121	691.0	3	0.0	0
550.L5S253.s.5.sequence	8396.0	141	253.0	2	0.0	0
550.L5S256.s.5.sequence	8963.0	143	183.0	4	0.0	0
550.L5S98.s.5.sequence	8635.0	214	105.0	2	0.0	0
550.L5S25.s.5.sequence	7043.0	402	567.0	3	1.0	1
550.L5S163.s.5.sequence	8880.0	148	67.0	1	0.0	0
550.L5S101.s.5.sequence	10328.0	149	575.0	2	0.0	0
550.L5S117.s.5.sequence	9423.0	206	182.0	3	0.0	0
550.L5S204.s.5.sequence	9365.0	147	122.0	2	0.0	0
550.L5S268.s.5.sequence	7896.0	159	168.0	3	0.0	0
550.L5S167.s.5.sequence	10163.0	143	250.0	3	0.0	0
550.L5S191.s.5.sequence	10946.0	155	288.0	2	0.0	0
550.L5S248.s.5.sequence	9877.0	172	313.0	3	0.0	0
550.L5S69.s.5.sequence	6624.0	386	392.0	7	4.0	1
550.L5S128.s.5.sequence	9594.0	138	313.0	3	0.0	0
550.L5S202.s.5.sequence	9636.0	165	138.0	2	0.0	0
550.L5S231.s.5.sequence	7597.0	162	212.0	1	0.0	0
550.L5S264.s.5.sequence	7932.0	160	268.0	1	0.0	0
550.L5S283.s.5.sequence	7689.0	153	84.0	3	0.0	0
550.L5S189.s.5.sequence	10333.0	169	386.0	3	0.0	0
550.L5S280.s.5.sequence	9749.0	158	391.0	4	0.0	0
550.L5S173.s.5.sequence	8811.0	161	161.0	3	0.0	0
