	N	N_genus
1530.NC.C.U4.D5.88	193018.0	10.0
1530.NC.C.U4.D6.90	207019.0	4.0
1530.NC.C.U4.D2.81	472400.0	9.0
1530.NC.C.U2.D6.71	246706.0	10.0
1530.NC.C.U4.D9.96	322891.0	3.0
1530.NC.C.U4.D5.87	380627.0	16.0
1530.NC.C.U2.D6.72	472482.0	18.0
1530.NC.C.U4.D7.92	362807.0	2.0
1530.NC.2004.B4.D1.22	263938.0	18.0
1530.NC.C.U1.D9.57	410570.0	1.0
1530.NC.C.U2.D7.74	380149.0	1.0
1530.NC.C.U1.D6.51	633878.0	54.0
1530.NC.C.U1.D5.49	408885.0	7.0
1530.NC.2004.B2.D8.15	644252.0	1.0
1530.NC.C.U4.D2.82	757253.0	14.0
1530.NC.C.U1.D9.58	206086.0	4.0
1530.NC.C.U2.D5.70	424709.0	1.0
1530.NC.C.U2.D10.78	376438.0	1.0
1530.NC.2004.B4.D10.40	279000.0	9.0
1530.NC.C.U1.D5.50	802194.0	25.0
1530.NC.2004.B2.D2.4	624623.0	2.0
1530.NC.C.U1.D2.43	305395.0	2.0
1530.NC.C.U1.D10.59	327923.0	9.0
1530.NC.C.U1.D6.52	434008.0	56.0
1530.NC.2004.B2.D1.1	476114.0	16.0
1530.NC.2004.B2.D10.19	758436.0	3.0
1530.NC.C.U1.D7.54	653501.0	160.0
1530.NC.C.U4.D7.91	312740.0	2.0
1530.NC.C.U1.D8.55	331942.0	5.0
1530.NC.2004.B2.D1.2	464154.0	11.0
1530.NC.C.U1.D7.53	538694.0	168.0
1530.NC.C.U4.D10.98	550935.0	8.0
1530.NC.2004.B2.D10.20	486161.0	1.0
1530.NC.2004.B4.D1.21	277221.0	16.0
1530.NC.C.U4.D10.97	313254.0	9.0
1530.NC.C.U4.D6.89	321269.0	17.0
804.LS11.20	98600.0	21.0
804.H05.072905.R0347	55112.0	10.0
804.Julie.5	232107.0	3.0
804.H03.072705.R0631	47931.0	3.0
804.LS11.19	107431.0	5.0
804.H07.073105.R1053	212317.0	2.0
804.3867.1228.5	260854.0	1.0
804.H08.080105.Bio5slurpB1.0428.1.1	90061.0	288.0
804.3881.1256B	95931.0	3.0
804.H02.072605.R0621	251232.0	2.0
804.Julie.9	112983.0	8.0
804.H03.072705.R0229	287913.0	1.0
804.Julie.4	359247.0	1.0
804.H07.073105.R1053.red.coating	209437.0	10.0
804.LS11.30	80977.0	2724.0
804.H05.072905.R0229A	104806.0	2.0
804.073105.bio1slurpA1.2109.2.1	141019.0	3.0
925.SD2z	13142.0	1.0
925.SD1x	26608.0	1.0
925.SC5x	24093.0	10.0
925.SD1y	21621.0	1.0
925.SC5z	17840.0	32.0
925.IA5y	10204.0	1.0
925.SD3x	19712.0	1.0
925.SC5y	23853.0	54.0
861.H10.mar09	47419.0	1.0
861.U70.jul09	11887.0	5.0
861.H10.4.jul09	71029.0	22.0
861.C18.jul09	50896.0	4.0
861.U10.jul09	73898.0	14.0
861.H4.jul09	64485.0	1.0
805.pH.6.5.year.2006	115287.0	48.0
805.pH.7.0.year.2007	94623.0	40.0
805.pH.4.5.year.2006	119655.0	24.0
805.pH.7.0.year.2006	104710.0	57.0
805.pH.6.0.year.2006	128144.0	33.0
805.pH.5.5.year.2006	113716.0	19.0
805.pH.4.5.year.2007	113889.0	12.0
805.pH.6.5.year.2007	120996.0	32.0
805.pH.5.0.year.2007	95542.0	4.0
805.pH.6.0.year.2007	97539.0	26.0
805.pH.5.0.year.2006	113050.0	12.0
805.pH.7.5.year.2006	108820.0	58.0
2300.BB.2149.anus	111749.0	1.0
2300.BB.15.anus	116357.0	8.0
2300.BB.03.anus	133866.0	1.0
2300.BB.4067.anus	51833.0	2.0
2300.BB.4021.anus	131488.0	1.0
2300.BB.4064.anus	103608.0	7.0
2300.BB.11.anus	32920.0	3.0
2300.BB.12.anus	43552.0	1.0
2300.BB.4061.anus	107473.0	9.0
2300.BB.2150.anus	89468.0	20.0
2300.BB.05.anus	152508.0	1.0
2300.BB.07.anus	130476.0	86.0
2300.BB.4087.anus	136594.0	8.0
2300.BB.08.lavage20	107599.0	2.0
662.M33	138094.0	1.0
662.M16	145117.0	1.0
662.M7	119987.0	18.0
662.M24	94484.0	1.0
662.M10	93244.0	18.0
662.M8	193137.0	3.0
662.M36	112027.0	2.0
1064.G.CV346	18767.0	13.0
1064.W.CV274	17211.0	56.0
1064.W.CV260	5142.0	74.0
1064.G.GVR169	17675.0	54.0
1064.H.CJV204	23050.0	1.0
808.UT.15.45.s.4.1.sequences	148094.0	5.0
808.UT.15.44.s.4.1.sequences	160094.0	6.0
808.UT.15.42.s.4.1.sequences	304043.0	51.0
808.FL.3.13a.s.4.1.sequences	117165.0	12.0
933.W.3.1.S.E.3	145030.0	1.0
933.T.3.2.H.P.2	119094.0	2.0
933.T.3.1.H.P.2	155550.0	3.0
933.N.2.2.H.E.4	124987.0	2.0
933.T.3.1.H.P.1	128845.0	11.0
933.W.1.2.H.E.4	177988.0	3.0
933.W.2.2.S.E.3	159808.0	2.0
933.T.3.1.S.E.1	169858.0	10.0
933.T.3.1.H.E.3	144021.0	2.0
933.T.3.2.H.E.5	155615.0	3.0
933.T.3.1.H.P.4	123255.0	3.0
933.T.3.2.H.P.1	162525.0	1.0
933.T.3.1.H.P.5	130177.0	1.0
933.T.3.2.H.E.4	154047.0	3.0
933.T.3.1.H.E.5	150871.0	8.0
933.N.1.2.H.E.3	129162.0	1.0
933.N.2.2.H.E.5	164110.0	1.0
933.T.3.2.H.E.2	150530.0	3.0
933.T.3.1.H.E.1	123513.0	3.0
933.T.3.2.H.E.1	175732.0	7.0
933.N.3.2.H.E.2	83735.0	71.0
933.T.3.1.H.P.3	131891.0	2.0
933.N.2.3.S.E.5	145143.0	2.0
933.T.1.1.H.E.4	123097.0	1.0
933.T.2.2.H.E.2	157053.0	1.0
933.T.2.2.H.P.4	115950.0	2.0
933.N.1.1.H.E.1	176651.0	1.0
933.T.3.2.H.P.3	135937.0	2.0
933.T.3.3.H.P.4	166348.0	1.0
933.T.3.3.H.P.5	169780.0	1.0
933.W.2.3.H.E.3	181211.0	7.0
933.T.3.2.H.E.3	150263.0	2.0
933.T.3.1.H.E.4	157858.0	3.0
933.T.2.3.H.P.4	139662.0	1.0
933.W.3.1.H.E.5	165504.0	6.0
933.T.1.1.H.E.5	207444.0	3.0
933.W.1.2.H.E.3	127868.0	1.0
933.Phylospora.comosa.4.1	165637.0	1.0
933.N.1.2.H.E.2	157854.0	2.0
933.T.1.2.H.E.3	183583.0	1.0
933.T.3.1.S.E.4	169258.0	5.0
933.W.1.2.H.E.5	124312.0	1.0
933.T.3.2.H.P.5	139071.0	2.0
933.T.2.1.H.P.3	128603.0	1.0
933.N.3.2.H.E.3	98615.0	1.0
933.W.2.2.S.E.5	128424.0	5.0
933.N.2.3.H.P.2	132349.0	1.0
933.T.3.1.S.E.5	185562.0	6.0
933.W.3.1.H.E.3	130091.0	2.0
933.Phylospora.comosa.2.5	76409.0	1.0
933.T.3.1.H.E.2	149830.0	3.0
933.T.3.1.S.E.3	157389.0	1.0
933.T.3.2.S.E.5	138997.0	6.0
933.N.3.1.H.E.5	162873.0	4.0
933.T.3.2.H.P.4	119643.0	2.0
933.W.3.2.S.E.2	134690.0	1.0
10180.G6II	112791.0	122.0
10180.A1III	38122.0	29.0
10180.F5I	126521.0	48.0
10180.D5I	71834.0	11.0
10180.J4I	68910.0	4.0
10180.K5III	95049.0	33.0
10180.J7I	175819.0	16.0
10180.A15II	528980.0	6.0
10180.L3I	200377.0	4.0
10180.B4III	94673.0	15.0
10180.K6IV	42632.0	30.0
10180.L3II	147342.0	7.0
10180.F9V	141634.0	36.0
10180.J9IV	73160.0	48.0
10180.J9III	93007.0	15.0
10180.F1IV	133743.0	12.0
10180.J10IV	114835.0	7.0
10180.A4II	34631.0	1.0
10180.G6V	109110.0	106.0
10180.B3I	70016.0	41.0
10180.B6I	87308.0	2.0
10180.I3IV	143221.0	35.0
10180.K6III	110337.0	110.0
10180.F2I	152453.0	28.0
10180.A12I	61613.0	50.0
10180.A14V	395800.0	312.0
10180.A7II	118240.0	198.0
10180.F8V	81093.0	2.0
10180.B5I	57652.0	29.0
10180.D4IV	85121.0	22.0
10180.A7I	97885.0	207.0
10180.A5II	79762.0	22.0
10180.F3II	87720.0	9.0
10180.I4I	227071.0	35.0
10180.I4IV	177261.0	36.0
10180.F2II	74720.0	16.0
10180.D2III	72809.0	12.0
10180.J7IV	131063.0	17.0
10180.L6I	98202.0	12.0
10180.A8II	224342.0	97.0
10180.A8I	54378.0	2.0
10180.J5II	8886.0	1.0
10180.A15I	536264.0	1.0
10180.D2II	4037.0	209.0
10180.A13I	349224.0	318.0
10180.J1I	119001.0	7.0
10180.A5III	80544.0	117.0
10180.J6IV	131605.0	78.0
10180.G5I	194234.0	81.0
10180.F12II	291838.0	13.0
10180.G8II	127905.0	1.0
10180.A3V	114640.0	6.0
10180.A18I	73891.0	1.0
10180.D1II	231613.0	31.0
10180.F4I	136159.0	49.0
10180.L5II	153261.0	7.0
10180.D4V	20953.0	9.0
10180.F10II	159064.0	53.0
10180.F1III	213787.0	22.0
10180.I10II	110193.0	5.0
10180.A10I	139623.0	6.0
10180.I9II	99260.0	1.0
10180.G4IV	183424.0	1.0
10180.A2I	80362.0	78.0
10180.G5V	158218.0	62.0
10180.A2III	44123.0	7.0
10180.K5I	88520.0	24.0
10180.B4I	77955.0	45.0
10180.J6III	6194.0	1.0
10180.F11II	144265.0	1.0
10180.J2I	133918.0	21.0
10180.L5I	157725.0	37.0
10180.B5III	82558.0	26.0
10180.F6II	162223.0	16.0
10180.D1I	53114.0	2.0
10180.J2II	97612.0	48.0
10180.F5III	134591.0	33.0
10180.F9IV	131485.0	70.0
10180.A12III	98526.0	223.0
10180.A17III	70085.0	4.0
10180.A6I	121405.0	70.0
10180.A10III	14116.0	2.0
10180.A11I	78071.0	2.0
10180.F4III	164394.0	62.0
10180.F12I	228315.0	41.0
10180.A4V	72753.0	4.0
10180.A18III	124758.0	13.0
10180.G4II	216692.0	5.0
10180.F7II	71016.0	6.0
10180.F3I	103184.0	11.0
10180.A9I	210701.0	67.0
10180.I3III	254959.0	101.0
10180.J1II	142082.0	16.0
10180.A6II	317408.0	435.0
1795.BJ.WT.Con1	85117.0	5.0
1795.U.J.TGOral	40571.0	28.0
1795.R.WT.Abd	138698.0	1.0
755.LAB.IN.22.07.11.lane1.NoIndex.L001	53951.0	25.0
755.SSFA.L1.D40.19.07.11.lane1.NoIndex.L001	64481.0	4.0
755.SSFA.L1.3.D10.21.06.11.lane1.NoIndex.L001	54200.0	15.0
755.SSFA.L3.3.D5.21.06.11.lane1.NoIndex.L001	42805.0	5.0
755.SSFB.L3.D30.10.05.11.lane1.NoIndex.L001	34676.0	2.0
755.EFB.10.05.11.lane1.NoIndex.L001	83213.0	3.0
755.EFA.31.05.11.lane1.NoIndex.L001	65198.0	166.0
755.SSFA.L3.D20.24.08.11.lane1.NoIndex.L001	47094.0	4.0
755.SSFA.L2.D1.26.07.11.lane1.NoIndex.L001	56871.0	5.0
755.EF.GAMMA.26.05.11.lane1.NoIndex.L001	67458.0	16.0
755.SSFA.L3.D20.17.05.11.lane1.NoIndex.L001	54076.0	10.0
755.SSFA.L2.D1.28.06.11.lane1.NoIndex.L001	45796.0	50.0
755.LSSF.DELTA.D15.08.07.11.lane1.NoIndex.L001	56415.0	220.0
755.SSFA.L3.D3.28.06.11.lane1.NoIndex.L001	57932.0	3.0
755.SSFA.L2.D30.21.06.11.lane1.NoIndex.L001	29994.0	2.0
755.SSFA.L1.2.D30.21.06.11.lane1.NoIndex.L001	64101.0	10.0
755.SSFA.L2.D5.26.07.11.lane1.NoIndex.L001	55381.0	2.0
755.SSFB.L3.2.D1.21.06.11.lane1.NoIndex.L001	61584.0	16.0
755.LSSF.ALPHA.D10.16.06.11.lane1.NoIndex.L001	67166.0	129.0
755.SSFB.L3.3.D1.21.06.11.lane1.NoIndex.L001	55322.0	16.0
755.SSFA.L1.D1.21.06.11.lane1.NoIndex.L001	38532.0	1.0
755.SSFA.L1.3.D30.21.06.11.lane1.NoIndex.L001	71795.0	9.0
755.LSSF.DELTA.D15.14.07.11.lane1.NoIndex.L001	57745.0	170.0
755.LSSF.ALPHA.D1.23.06.11.lane1.NoIndex.L001	67623.0	32.0
755.SSFA.L3.D10.10.05.11.lane1.NoIndex.L001	53937.0	3.0
755.LSSF.BETA.D20.08.07.11.lane1.NoIndex.L001	71662.0	27.0
755.SSFB.L3.D1.31.05.11.lane1.NoIndex.L001	59575.0	7.0
755.LSSF.EPSILON.D10.22.07.11.lane1.NoIndex.L001	65428.0	88.0
755.LSSF.GAMMA.D10.02.06.11.lane1.NoIndex.L001	60461.0	1.0
755.INB.24.08.11.lane1.NoIndex.L001	54792.0	3.0
755.SSFB.L1.3.D3.21.06.11.lane1.NoIndex.L001	58824.0	40.0
755.LSSF.GAMMA.D20.23.06.11.lane1.NoIndex.L001	56784.0	12.0
755.LSSF.DELTA.D20.30.06.11.lane1.NoIndex.L001	59860.0	212.0
755.SSFA.L3.D50.31.05.11.lane1.NoIndex.L001	55339.0	133.0
755.INA.28.06.11.lane1.NoIndex.L001	67942.0	11.0
755.LSSF.THETA.D1.22.07.11.lane1.NoIndex.L001	47622.0	24.0
755.LSSF.ALPHA.D45.16.06.11.lane1.NoIndex.L001	42461.0	439.0
755.EF.DELTA.30.06.11.lane1.NoIndex.L001	43194.0	80.0
755.LSSF.EPSILON.D1.22.07.11.lane1.NoIndex.L001	49128.0	21.0
755.SSFB.L3.D3.24.08.11.lane1.NoIndex.L001	50412.0	1.0
755.SSFB.L1.2.D30.21.06.11.lane1.NoIndex.L001	56094.0	34.0
755.SSFA.L1.D50.03.05.11.lane1.NoIndex.L001	26042.0	1.0
755.SSFA.L2.D50.19.07.11.lane1.NoIndex.L001	56661.0	3.0
755.SSFA.L3.D30.24.08.11.lane1.NoIndex.L001	49369.0	1.0
755.EFA.24.08.11.lane1.NoIndex.L001	52004.0	164.0
755.SSFA.L2.D40.21.06.11.lane1.NoIndex.L001	35385.0	1.0
755.EF.BETA.09.06.11.lane1.NoIndex.L001	67689.0	405.0
755.LSSF.GAMMA.D30.09.06.11.lane1.NoIndex.L001	57507.0	5.0
755.LSSF.DELTA.D10.02.06.11.lane1.NoIndex.L001	47949.0	168.0
755.LSSF.ALPHA.D10.30.06.11.lane1.NoIndex.L001	71974.0	31.0
755.LSSF.ALPHA.D45.30.06.11.lane1.NoIndex.L001	60744.0	188.0
755.LSSF.DELTA.D30.22.07.11.lane1.NoIndex.L001	46418.0	15.0
755.SSFB.L1.D3.10.05.11.lane1.NoIndex.L001	51657.0	1.0
755.LSSF.BETA.D1.08.07.11.lane1.NoIndex.L001	77428.0	36.0
755.LSSF.ALPHA.D15.22.07.11.lane1.NoIndex.L001	61541.0	137.0
755.SSFB.L3.2.D30.21.06.11.lane1.NoIndex.L001	48913.0	37.0
755.SSFB.L1.D50.24.08.11.lane1.NoIndex.L001	55200.0	2.0
755.SSFB.L3.D50.31.05.11.lane1.NoIndex.L001	55847.0	3.0
755.LSSF.ALPHA.D30.30.06.11.lane1.NoIndex.L001	70305.0	266.0
755.SSFA.L1.D20.17.05.11.lane1.NoIndex.L001	86791.0	12.0
755.LSSF.DELTA.D1.08.07.11.lane1.NoIndex.L001	60218.0	73.0
755.SSFA.L1.D50.10.05.11.lane1.NoIndex.L001	81632.0	4.0
755.LSSF.BETA.D30.02.06.11.lane1.NoIndex.L001	64266.0	3.0
755.LSSF.GAMMA.D15.23.06.11.lane1.NoIndex.L001	49352.0	4.0
755.SSFA.L3.D40.24.08.11.lane1.NoIndex.L001	51791.0	2.0
755.SSFB.L1.D10.20.09.11.lane1.NoIndex.L001	53764.0	1.0
755.SSFA.L1.D5.18.10.11.lane1.NoIndex.L001	40320.0	1.0
755.SSFA.L2.D10.24.08.11.lane1.NoIndex.L001	60411.0	1.0
755.SSFA.MIX.5.19.04.11.lane3.NoIndex.L003	28558.0	18.0
755.EFA.14.06.11.lane1.NoIndex.L001	48191.0	10.0
755.SSFA.L2.D30.19.04.11.lane1.NoIndex.L001	53327.0	2.0
755.SSFB.L3.D30.26.07.11.lane1.NoIndex.L001	63576.0	6.0
755.SSFB.L1.D20.18.10.11.lane1.NoIndex.L001	51144.0	7.0
755.SSFB.L1.D40.19.07.11.lane1.NoIndex.L001	53944.0	4.0
755.SSFA.L3.D20.03.05.11.lane1.NoIndex.L001	62581.0	1.0
755.SSFB.L1.3.D30.21.06.11.lane1.NoIndex.L001	50624.0	40.0
755.SSFB.L1.D40.12.07.11.lane1.NoIndex.L001	43270.0	2.0
755.SSFA.L2.D1.10.05.11.lane1.NoIndex.L001	61355.0	1.0
755.SSFB.L1.D5.12.07.11.lane1.NoIndex.L001	60604.0	3.0
755.INA.12.07.11.lane1.NoIndex.L001	68976.0	4.0
755.SSFB.L1.D30.17.05.11.lane1.NoIndex.L001	57045.0	17.0
755.SSFB.L3.D50.20.09.11.lane1.NoIndex.L001	50708.0	3.0
755.EF.EPSILON.02.06.11.lane3.NoIndex.L003	27431.0	11.0
755.SSFB.L1.3.D40.21.06.11.lane1.NoIndex.L001	56699.0	10.0
755.SSFB.L3.D50.19.07.11.lane1.NoIndex.L001	63345.0	4.0
755.SSFA.L1.3.D40.21.06.11.lane1.NoIndex.L001	40411.0	15.0
755.SSFA.L3.D3.07.06.11.lane1.NoIndex.L001	73329.0	1.0
755.SSFB.L1.D5.28.06.11.lane1.NoIndex.L001	39484.0	2.0
755.SSFA.L2.D50.28.06.11.lane1.NoIndex.L001	43447.0	2.0
755.LSSF.DELTA.D1.14.07.11.lane1.NoIndex.L001	54044.0	134.0
755.SSFB.L1.D5.21.06.11.lane1.NoIndex.L001	52202.0	5.0
755.SSFA.L3.D30.19.07.11.lane1.NoIndex.L001	52941.0	1.0
755.SSFA.L1.D50.18.10.11.lane1.NoIndex.L001	44439.0	16.0
755.LSSF.BETA.D10.08.07.11.lane1.NoIndex.L001	68407.0	50.0
755.SSFB.L3.D20.31.05.11.lane1.NoIndex.L001	49555.0	2.0
755.SSFA.L3.D40.12.07.11.lane1.NoIndex.L001	50285.0	2.0
755.LSSF.DELTA.D10.23.06.11.lane1.NoIndex.L001	54182.0	80.0
755.SSFA.L1.2.D3.21.06.11.lane1.NoIndex.L001	58401.0	14.0
755.SSFB.L1.D3.28.06.11.lane1.NoIndex.L001	61127.0	1.0
755.SSFB.L1.D30.21.06.11.lane1.NoIndex.L001	48757.0	2.0
755.SSFA.L3.D1.28.06.11.lane1.NoIndex.L001	47425.0	2.0
755.SSFA.L1.D1.19.07.11.lane1.NoIndex.L001	53695.0	2.0
755.SSFA.L1.D1.31.05.11.lane1.NoIndex.L001	70949.0	5.0
755.SSFA.L1.D10.17.05.11.lane1.NoIndex.L001	64289.0	3.0
755.SSFA.L2.D20.26.07.11.lane1.NoIndex.L001	45205.0	1.0
755.LSSF.GAMMA.D1.09.06.11.lane1.NoIndex.L001	68492.0	2.0
755.EF.GAMMA.09.06.11.lane1.NoIndex.L001	57623.0	230.0
755.SSFB.L3.D50.10.05.11.lane1.NoIndex.L001	56669.0	5.0
755.SSFA.L2.D50.19.04.11.lane1.NoIndex.L001	74278.0	1.0
755.SSFA.L3.3.D30.21.06.11.lane1.NoIndex.L001	62182.0	15.0
755.LSSF.GAMMA.D20.09.06.11.lane1.NoIndex.L001	64517.0	7.0
755.INA.14.06.11.lane1.NoIndex.L001	53671.0	1.0
755.SSFA.L2.D3.28.06.11.lane1.NoIndex.L001	51802.0	50.0
755.SSFA.L2.D20.07.06.11.lane3.NoIndex.L003	27448.0	38.0
755.LSSF.GAMMA.D1.08.07.11.lane1.NoIndex.L001	71982.0	53.0
755.LSSF.BETA.D45.23.06.11.lane1.NoIndex.L001	72859.0	2.0
755.SSFA.L1.D30.07.06.11.lane1.NoIndex.L001	61935.0	2.0
755.LSSF.ETA.D15.22.07.11.lane1.NoIndex.L001	51606.0	135.0
755.LSSF.THETA.D30.22.07.11.lane3.NoIndex.L003	20973.0	1.0
755.SSFA.L1.D1.07.06.11.lane1.NoIndex.L001	64634.0	1.0
755.LSSF.BETA.D10.30.06.11.lane1.NoIndex.L001	70589.0	138.0
755.LSSF.GAMMA.D15.16.06.11.lane1.NoIndex.L001	53635.0	1.0
755.LSSF.DELTA.D20.16.06.11.lane1.NoIndex.L001	51103.0	26.0
755.SSFA.L2.D3.03.05.11.lane1.NoIndex.L001	63066.0	3.0
755.SSFA.L1.D5.19.07.11.lane1.NoIndex.L001	67057.0	4.0
755.SSFA.L3.D30.17.05.11.lane1.NoIndex.L001	48134.0	7.0
755.SSFB.L3.D5.17.05.11.lane1.NoIndex.L001	75050.0	7.0
755.LSSF.EPSILON.D15.22.07.11.lane1.NoIndex.L001	54395.0	57.0
755.LSSF.GAMMA.D1.02.06.11.lane1.NoIndex.L001	54518.0	1.0
755.SSFB.L1.D1.03.05.11.lane1.NoIndex.L001	50684.0	11.0
755.SSFA.L1.D40.17.05.11.lane1.NoIndex.L001	67393.0	8.0
755.LSSF.GAMMA.D1.16.06.11.lane1.NoIndex.L001	56056.0	10.0
755.LSSF.GAMMA.D10.23.06.11.lane1.NoIndex.L001	45770.0	6.0
755.LSSF.ETA.D20.22.07.11.lane1.NoIndex.L001	50107.0	124.0
755.SSFA.L3.D30.26.07.11.lane1.NoIndex.L001	56563.0	1.0
755.LSSF.DELTA.D5.26.05.11.lane1.NoIndex.L001	35953.0	73.0
755.LSSF.DELTA.D30.16.06.11.lane1.NoIndex.L001	57583.0	16.0
755.SSFB.L3.D20.17.05.11.lane1.NoIndex.L001	43441.0	9.0
755.LSSF.BETA.D30.26.05.11.lane1.NoIndex.L001	89731.0	3.0
755.LSSF.DELTA.D45.08.07.11.lane1.NoIndex.L001	32618.0	1.0
755.LSSF.BETA.D30.23.06.11.lane1.NoIndex.L001	70295.0	11.0
755.SSFB.L3.D3.18.10.11.lane1.NoIndex.L001	50083.0	2.0
755.LSSF.GAMMA.D30.14.07.11.lane1.NoIndex.L001	59372.0	113.0
755.SSFB.L3.D10.10.05.11.lane1.NoIndex.L001	25690.0	2.0
755.LSSF.GAMMA.D15.14.07.11.lane1.NoIndex.L001	66461.0	174.0
755.SSFB.L3.D5.20.09.11.lane1.NoIndex.L001	50079.0	7.0
755.SSFB.L1.D20.17.05.11.lane1.NoIndex.L001	69856.0	25.0
755.LSSF.ALPHA.D45.08.07.11.lane1.NoIndex.L001	51337.0	23.0
755.SSFA.L1.D5.31.05.11.lane1.NoIndex.L001	58745.0	3.0
755.LSSF.BETA.D45.16.06.11.lane1.NoIndex.L001	65928.0	2.0
755.SSFA.L1.D20.14.06.11.lane1.NoIndex.L001	43899.0	1.0
755.SSFB.L3.D10.12.07.11.lane1.NoIndex.L001	46225.0	2.0
755.SSFB.L1.D5.17.05.11.lane1.NoIndex.L001	60233.0	7.0
755.SSFB.L3.D50.14.06.11.lane1.NoIndex.L001	48832.0	4.0
755.LSSF.ETA.D5.22.07.11.lane1.NoIndex.L001	46447.0	179.0
755.LSSF.DELTA.D10.08.07.11.lane1.NoIndex.L001	57191.0	95.0
755.LSSF.BETA.D15.08.07.11.lane1.NoIndex.L001	74122.0	35.0
755.EFB.31.05.11.lane1.NoIndex.L001	52354.0	5.0
755.LSSF.DELTA.D5.23.06.11.lane1.NoIndex.L001	52571.0	12.0
755.SSFB.L3.D3.31.05.11.lane1.NoIndex.L001	57075.0	5.0
755.LSSF.ALPHA.D15.16.06.11.lane1.NoIndex.L001	52914.0	124.0
755.LSSF.BETA.D10.23.06.11.lane1.NoIndex.L001	61872.0	5.0
755.SSF.uneven.mix1.lane3.NoIndex.L003	26966.0	8.0
755.SSFB.L3.D1.06.07.11.lane1.NoIndex.L001	72926.0	2.0
755.LSSF.ALPHA.D5.08.07.11.lane1.NoIndex.L001	61892.0	57.0
755.SSFA.L1.D20.31.05.11.lane1.NoIndex.L001	64940.0	9.0
755.LSSF.ALPHA.D5.16.06.11.lane1.NoIndex.L001	67106.0	136.0
755.SSFA.L2.D40.17.05.11.lane1.NoIndex.L001	57648.0	8.0
755.LSSF.BETA.D10.09.06.11.lane1.NoIndex.L001	63160.0	21.0
755.LSSF.ETA.D45.22.07.11.lane1.NoIndex.L001	48775.0	112.0
755.LSSF.ALPHA.D45.23.06.11.lane1.NoIndex.L001	49166.0	142.0
755.SSFA.L2.D50.10.05.11.lane1.NoIndex.L001	51223.0	1.0
755.EF.ZETA.22.07.11.lane1.NoIndex.L001	54482.0	36.0
755.LSSF.DELTA.D30.26.05.11.lane1.NoIndex.L001	48254.0	16.0
755.LSSF.DELTA.D20.02.06.11.lane1.NoIndex.L001	47068.0	19.0
755.LSSF.GAMMA.D10.09.06.11.lane1.NoIndex.L001	69323.0	10.0
755.EFA.06.07.11.lane1.NoIndex.L001	59821.0	7.0
755.SSFA.L3.D3.19.07.11.lane1.NoIndex.L001	49485.0	1.0
755.LSSF.GAMMA.D30.23.06.11.lane1.NoIndex.L001	73914.0	8.0
755.SSFA.L3.D50.26.07.11.lane1.NoIndex.L001	59955.0	3.0
755.EF.ETA.30.06.11.lane3.NoIndex.L003	18125.0	1.0
755.EF.BETA.22.07.11.lane1.NoIndex.L001	80576.0	118.0
755.SSFB.L3.2.D3.21.06.11.lane1.NoIndex.L001	62985.0	25.0
755.SSFB.L3.D1.20.09.11.lane1.NoIndex.L001	50446.0	3.0
755.SSFA.L1.D20.18.10.11.lane1.NoIndex.L001	49303.0	3.0
755.SSFA.L3.D1.17.05.11.lane1.NoIndex.L001	88.0	1.0
755.LSSF.ALPHA.D20.08.07.11.lane1.NoIndex.L001	60850.0	24.0
755.LSSF.ALPHA.D1.09.06.11.lane1.NoIndex.L001	55789.0	48.0
755.LSSF.BETA.D45.22.07.11.lane1.NoIndex.L001	64696.0	31.0
755.SSFB.L3.D30.06.07.11.lane1.NoIndex.L001	63979.0	4.0
755.SSFB.L1.2.D5.21.06.11.lane1.NoIndex.L001	63376.0	32.0
755.INB.28.06.11.lane1.NoIndex.L001	63535.0	45.0
755.SSFB.L1.Sch.03.05.11.lane1.NoIndex.L001	87339.0	20.0
755.LSSF.BETA.D10.22.07.11.lane1.NoIndex.L001	63458.0	25.0
755.SSFB.L1.D40.18.10.11.lane1.NoIndex.L001	45102.0	1.0
755.LSSF.ALPHA.D15.14.07.11.lane1.NoIndex.L001	67833.0	135.0
755.LSSF.GAMMA.D10.30.06.11.lane1.NoIndex.L001	69713.0	102.0
755.SSFA.L1.2.D10.21.06.11.lane1.NoIndex.L001	45905.0	8.0
755.SSFB.L1.3.D20.21.06.11.lane1.NoIndex.L001	45942.0	34.0
755.SSFA.L1.3.D50.21.06.11.lane1.NoIndex.L001	50325.0	14.0
755.SSFB.L3.D10.06.07.11.lane1.NoIndex.L001	61002.0	2.0
755.LSSF.ALPHA.D20.30.06.11.lane1.NoIndex.L001	67475.0	241.0
755.LSSF.DELTA.D20.23.06.11.lane1.NoIndex.L001	51195.0	18.0
755.LSSF.ALPHA.D1.22.07.11.lane1.NoIndex.L001	59471.0	82.0
755.LSSF.BETA.D30.09.06.11.lane1.NoIndex.L001	70794.0	10.0
755.SSFA.L2.D20.31.05.11.lane1.NoIndex.L001	56737.0	3.0
755.SSFA.L2.D40.26.07.11.lane1.NoIndex.L001	69906.0	2.0
755.SSFA.L1.2.D20.21.06.11.lane1.NoIndex.L001	52030.0	4.0
755.SSFA.L1.D1.14.06.11.lane1.NoIndex.L001	59253.0	1.0
755.INA.10.05.11.lane1.NoIndex.L001	31852.0	7.0
755.SSFB.L3.2.D40.21.06.11.lane1.NoIndex.L001	60915.0	37.0
